date,daily_return
2016-01-04,0.0
2016-01-05,0.0
2016-01-06,0.0
2016-01-07,0.0
2016-01-08,0.0
2016-01-11,0.0
2016-01-12,0.0
2016-01-13,0.0
2016-01-14,0.0
2016-01-15,0.0
2016-01-18,0.0
2016-01-19,0.0
2016-01-20,0.0
2016-01-21,0.0
2016-01-22,0.0
2016-01-25,0.0
2016-01-26,0.0
2016-01-27,0.0
2016-01-28,0.0
2016-01-29,0.0
2016-02-01,0.0
2016-02-02,0.0
2016-02-03,0.0
2016-02-04,0.0
2016-02-05,0.0
2016-02-15,0.0
2016-02-16,0.0
2016-02-17,0.0
2016-02-18,0.0
2016-02-19,0.0
2016-02-22,0.0
2016-02-23,0.0
2016-02-24,0.0
2016-02-25,0.0
2016-02-26,0.0
2016-02-29,0.0
2016-03-01,0.0
2016-03-02,0.0
2016-03-03,0.0
2016-03-04,0.0
2016-03-07,0.0
2016-03-08,0.0
2016-03-09,0.0
2016-03-10,0.0
2016-03-11,0.0
2016-03-14,0.0
2016-03-15,0.0
2016-03-16,0.0
2016-03-17,0.0
2016-03-18,0.0
2016-03-21,0.0
2016-03-22,0.0
2016-03-23,0.0
2016-03-24,0.0
2016-03-25,0.0
2016-03-28,0.0
2016-03-29,0.0
2016-03-30,0.0
2016-03-31,0.0
2016-04-01,0.0
2016-04-05,0.0
2016-04-06,0.0
2016-04-07,0.0
2016-04-08,0.0
2016-04-11,0.0
2016-04-12,0.0
2016-04-13,0.0
2016-04-14,0.0
2016-04-15,0.0
2016-04-18,0.0
2016-04-19,0.0
2016-04-20,0.0
2016-04-21,0.0
2016-04-22,0.0
2016-04-25,0.0
2016-04-26,0.0
2016-04-27,0.0
2016-04-28,0.0
2016-04-29,0.0
2016-05-03,0.0
2016-05-04,0.0
2016-05-05,0.0
2016-05-06,0.0
2016-05-09,0.0
2016-05-10,0.0
2016-05-11,0.0
2016-05-12,-0.001997003995005797
2016-05-13,0.005538985939497118
2016-05-16,-0.0025423728813558297
2016-05-17,0.008920985556499436
2016-05-18,-0.006736842105263107
2016-05-19,-0.0059347181008900796
2016-05-20,-0.004264392324093867
2016-05-23,0.01284796573875807
2016-05-24,0.00042283298097249875
2016-05-25,-0.005494505494505493
2016-05-26,-0.0033999150021249203
2016-05-27,-0.0008528784648188402
2016-05-30,0.0
2016-05-31,0.002987622705932556
2016-06-01,0.045531914893617076
2016-06-02,-0.0048840048840049
2016-06-03,-0.00036627852760725177
2016-06-06,0.0
2016-06-07,0.0
2016-06-08,0.0
2016-06-13,0.0
2016-06-14,0.0
2016-06-15,0.0
2016-06-16,0.0
2016-06-17,0.0
2016-06-20,0.0
2016-06-21,0.0
2016-06-22,0.0
2016-06-23,0.0
2016-06-24,0.0
2016-06-27,0.0
2016-06-28,0.0
2016-06-29,0.0
2016-06-30,0.0
2016-07-01,0.0
2016-07-04,0.0
2016-07-05,0.0
2016-07-06,0.0
2016-07-07,0.0
2016-07-08,0.0
2016-07-11,0.0
2016-07-12,0.0
2016-07-13,0.0
2016-07-14,0.0
2016-07-15,0.0
2016-07-18,0.0
2016-07-19,0.0
2016-07-20,0.0
2016-07-21,0.0
2016-07-22,0.0
2016-07-25,0.0
2016-07-26,0.0
2016-07-27,0.0
2016-07-28,0.0
2016-07-29,0.0
2016-08-01,0.0
2016-08-02,0.0
2016-08-03,0.0
2016-08-04,0.0
2016-08-05,0.0
2016-08-08,0.0
2016-08-09,0.0
2016-08-10,0.0
2016-08-11,0.0
2016-08-12,0.0
2016-08-15,0.0
2016-08-16,0.0
2016-08-17,0.0
2016-08-18,0.0
2016-08-19,0.0
2016-08-22,0.0
2016-08-23,0.0
2016-08-24,0.0
2016-08-25,0.0
2016-08-26,0.0
2016-08-29,0.0
2016-08-30,0.0
2016-08-31,0.0
2016-09-01,0.0
2016-09-02,0.0
2016-09-05,0.0
2016-09-06,0.0
2016-09-07,0.0
2016-09-08,0.0
2016-09-09,0.0
2016-09-12,0.0
2016-09-13,0.0
2016-09-14,0.0
2016-09-19,0.0
2016-09-20,-0.0019970039950056436
2016-09-21,-0.0023014959723821385
2016-09-22,0.010380622837370328
2016-09-23,0.0034246575342463913
2016-09-26,-0.004929844520288013
2016-09-27,-0.019817073170731777
2016-09-28,0.006609642301710738
2016-09-29,-0.00038624951718815463
2016-09-30,0.0015455950540958158
2016-10-10,0.009645061728395047
2016-10-11,0.012227741688956947
2016-10-12,-0.001132502831257228
2016-10-13,0.002267573696145214
2016-10-14,-0.0022624434389141163
2016-10-17,0.004157218442932858
2016-10-18,-0.01166729394053451
2016-10-19,0.016374714394516418
2016-10-20,-0.0018733608092919086
2016-10-21,-0.0003753753753754251
2016-10-24,0.005632745024408679
2016-10-25,0.013280328230022434
2016-10-26,0.0
2016-10-27,0.0
2016-10-28,0.0
2016-10-31,0.0
2016-11-01,0.0
2016-11-02,0.0
2016-11-03,0.0
2016-11-04,0.0
2016-11-07,0.0
2016-11-08,0.0
2016-11-09,0.0
2016-11-10,0.0
2016-11-11,0.0
2016-11-14,0.0
2016-11-15,0.0
2016-11-16,0.0
2016-11-17,0.0
2016-11-18,0.0
2016-11-21,0.0
2016-11-22,0.0
2016-11-23,0.0
2016-11-24,0.0
2016-11-25,0.0
2016-11-28,0.0
2016-11-29,0.0
2016-11-30,0.0
2016-12-01,0.0
2016-12-02,0.0
2016-12-05,0.0
2016-12-06,0.0
2016-12-07,0.0
2016-12-08,0.0
2016-12-09,0.0
2016-12-12,0.0
2016-12-13,0.0
2016-12-14,0.0
2016-12-15,0.0
2016-12-16,0.0
2016-12-19,-0.0019970039950058605
2016-12-20,-0.005592841163310882
2016-12-21,-0.005624296962879558
2016-12-22,0.010558069381598848
2016-12-23,-0.0037313432835822413
2016-12-26,-0.010861423220973833
2016-12-27,0.006058311245740372
2016-12-28,-0.0007527286413249994
2016-12-29,-0.007156308851224003
2016-12-30,0.0018968133535659816
2017-01-03,0.0030291556228702905
2017-01-04,0.012080030200075323
2017-01-05,0.011562849682954367
2017-01-06,-0.0033185840707966154
2017-01-09,-0.004809470958194529
2017-01-10,0.005947955390334486
2017-01-11,-0.005173688100517294
2017-01-12,-0.007057949479940667
2017-01-13,-0.006734006734006843
2017-01-16,0.0
2017-01-17,-0.00301318267419958
2017-01-18,0.004155647903286889
2017-01-19,0.006772009029345482
2017-01-20,-0.0033632286995517267
2017-01-23,0.01312335958005251
2017-01-24,0.00037009622501849943
2017-01-25,0.0
2017-01-26,0.004439511653718027
2017-02-03,0.005156537753222965
2017-02-06,-0.006962257237083281
2017-02-07,-0.0018450184501844751
2017-02-08,-0.0014787430683918454
2017-02-09,0.007404664938911612
2017-02-10,0.006982726938625403
2017-02-13,0.0031002751824818764
2017-02-14,0.0
2017-02-15,0.0
2017-02-16,0.0
2017-02-17,0.0
2017-02-20,0.0
2017-02-21,0.0
2017-02-22,0.0
2017-02-23,0.0
2017-02-24,0.0
2017-02-27,0.0
2017-02-28,0.0
2017-03-01,0.0
2017-03-02,0.0
2017-03-03,0.0
2017-03-06,0.0
2017-03-07,0.0
2017-03-08,0.0
2017-03-09,0.0
2017-03-10,0.0
2017-03-13,0.0
2017-03-14,0.0
2017-03-15,0.0
2017-03-16,0.0
2017-03-17,0.0
2017-03-20,0.0
2017-03-21,0.0
2017-03-22,0.0
2017-03-23,0.0
2017-03-24,0.0
2017-03-27,0.0
